/* DATA DESCRIPTION:
Citation:	Perez, José Angel Alvarez; Sant'Ana, Rodrigo (2022): Catch composition time series (2000-2019) for demersal species in the Brazilian Meridional Margin. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.946292 (dataset in review), 
	In: Perez, JAA; Sant'Ana, R (2022): Time series of catch composition, mean catch temperature and thermal preference of demersal species in the Brazilian Meridional Margin (2000-2019). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.946402 (dataset in review)
Abstract:	This dataset contains information on catches reported in the harbours of Santa Catarina state, southern Brazil, between the years 2000 and 2019. Historically, these harbours have concentrated a significant part of the demersal fishing fleet that operates widely on the Brazilian Meridional Margin (BMM), from 21°S to the southern border of Brazilian EEZ (34°S) and from the coastal areas down to 500 m depths. Landed catches were monitored by a research team based on the University of 'Vale do Itajaí' (UNIVALI) along a sequence of scientific projects and contracts developed to meet governmental demands for oceanic and deep fisheries development and management, and in support of the licensing processes of the offshore oil and gas exploration activities.
	This catch composition time series shows an annual compilation of total catches discriminated by species caught by trawlers (single trawlers, pair or twin trawlers and double trawlers) and gill net industrial fisheries. These species represent altogether over 81% of total reported catch in the period. The remainder amount of landings was reported as groups of species (e.g. sharks) or categories indiscriminated by species and were excluded from the database.
Keyword(s):	Catch composition; climate change; SW Atlantic
Project(s):	Integrated Assessment of Atlantic Marine Ecosystems in Space and Time (iAtlantic) (URI: http://www.iatlantic.eu/)
Funding:	Horizon 2020 (H2020) (URI: https://ec.europa.eu/programmes/horizon2020/), grant/award no. 818123: Integrated Assessment of Atlantic Marine Ecosystems in Space and Time (URI: https://cordis.europa.eu/projects/818123)
Coverage:	MEDIAN LATITUDE: -27.500000 * MEDIAN LONGITUDE: -47.208300 * SOUTH-BOUND LATITUDE: -34.000000 * WEST-BOUND LONGITUDE: -53.583300 * NORTH-BOUND LATITUDE: -21.000000 * EAST-BOUND LONGITUDE: -40.833300
	DATE/TIME START: 2000-01-01T00:00:00 * DATE/TIME END: 2019-01-01T00:00:00
	MINIMUM ELEVATION: -500.0 m * MAXIMUM ELEVATION: 0.0 m
Event(s):	Brazilian_Demersal_Fisheries_Time_Series * LATITUDE START: -21.000000 * LONGITUDE START: -40.833300 * LATITUDE END: -34.000000 * LONGITUDE END: -53.583300 * DATE/TIME START: 2000-01-01T00:00:00 * DATE/TIME END: 2019-12-31T00:00:00 * ELEVATION START: 0.0 m * ELEVATION END: -500.0 m * LOCATION: Southwest Atlantic * METHOD/DEVICE: Fishing port survey * COMMENT: The sampling (fishing) area is defined by the Brazilian Meridional Margin, from 21°S to the southern border of Brazilian EEZ (34°S) and from the coastal areas down to 500 m depths.
Comment:	Catch composition time series that shows an annual compilation of total catches discriminated by species caught by demersal fisheries in the Brazilian Meridional Margin.
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Perez, José Angel Alvarez (angel.perez@univali.br, http://lattes.cnpq.br/0756846936338310) * COMMENT: Year when catch was landed in Santa Catarina harbours
	Species (Species) * PI: Perez, José Angel Alvarez (angel.perez@univali.br, http://lattes.cnpq.br/0756846936338310) * COMMENT: Scientific name for species of the respective landing
	Total catch [kg] (Catch tot) * PI: Perez, José Angel Alvarez (angel.perez@univali.br, http://lattes.cnpq.br/0756846936338310) * COMMENT: Annual total catch of reported species at the landing points
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels) * Processing Level: PANGAEA data processing level 3 (URI: https://wiki.pangaea.de/wiki/Processing_levels#PANGAEA_data_processing_level_3)
Size:	3120 data points
*/
Date/Time	Species	Catch tot [kg]
2001	Doryteuthis pleii	305620.48
2001	Doryteuthis sanpaulensis	65846.52
2001	Elops saurus	0.00
2001	Epinephelus itajara	0.00
2001	Epinephelus marginatus	15153.00
2001	Euvola ziczac	379.42
2001	Galeorhinus galeus	1324.00
2001	Genypterus brasiliensis	254580.58
2001	Haemulon aurolineatum	56830.00
2001	Helicolenus lahillei	11730.00
2001	Hyporthodus flavolimbatus	0.00
2001	Hyporthodus niveatus	100.00
2001	Illex argentinus	13645.50
2001	Larimus breviceps	20.00
2001	Lophius gastrophysus	1748194.78
2001	Lopholatilus villarii	75087.95
2001	Lutjanus griseus	0.00
2001	Macrodon atricauda	185001.00
2001	Macruronus magellanicus	0.00
2001	Merluccius hubbsi	1391370.36
2001	Metanephrops rubellus	50357.00
2001	Micropogonias furnieri	7205367.10
2001	Mugil liza	370.00
2001	Mullus argentinae	86413.65
2001	Nemadactylus bergi	0.00
2001	Octopus americanus	283361.66
2001	Oligoplites saurus	38860.00
2001	Pagrus pagrus	6458.83
2001	Paralichthys orbignyanus	13584.00
2001	Paralichthys patagonicus	325753.46
2001	Paralonchurus brasiliensis	723505.59
2001	Parona signata	520.00
2001	Penaeus brasiliensis	149115.95
2001	Penaeus paulensis	111442.13
2001	Penaeus schmitti	9259.00
2001	Peprilus paru	95640.00
2001	Percophis brasiliensis	47758.09
2001	Pleoticus muelleri	290316.00
2001	Pogonias cromis	0.00
2001	Polymixia lowei	30250.00
2001	Polyprion americanus	1150.00
2001	Pomatomus saltatrix	22610.00
2001	Porichthys porosissimus	0.00
2001	Priacanthus arenatus	220.00
2001	Sarda sarda	0.00
2001	Scomberomorus brasiliensis	152.00
2001	Scyllarides deceptor	54325.21
2001	Seriola dumerili	50.00
2001	Seriola lalandi	20.00
2001	Thyrsitops lepidopoides	20.00
2001	Trachinotus carolinus	3310.00
2001	Trachinotus marginatus	0.00
2001	Trichiurus lepturus	85843.26
2001	Umbrina canosai	4419830.61
2001	Urophycis mystacea	0.00
2001	Xiphopenaeus kroyeri	615994.00
2001	Zenopsis conchifer	0.00
2002	Archosargus probatocephalus	0.00
2002	Artemesia longinaris	1271828.74
2002	Astroscopus sexspinosus	59.00
2002	Aulostomus maculatus	0.00
2002	Bagre marinus	0.00
2002	Balistes capriscus	59609.60
2002	Beryx splendens	0.00
2002	Caranx crysos	0.00
2002	Caranx latus	12887.36
2002	Carcharhinus plumbeus	0.00
2002	Carcharias taurus	33410.74
2002	Caulolatilus chrysops	0.00
2002	Chaetodipterus faber	1175.54
2002	Conger orbignianus	48913.22
2002	Conodon nobilis	2580.55
2002	Cynoscion acoupa	979503.87
2002	Cynoscion guatucupa	1870565.67
2002	Cynoscion jamaicensis	360744.64
2002	Cynoscion leiarchus	32944.76
2002	Cynoscion microlepidotus	37501.39
2002	Cynoscion virescens	8895.90
2002	Doryteuthis pleii	614096.43
2002	Doryteuthis sanpaulensis	184632.21
2002	Elops saurus	0.00
2002	Epinephelus itajara	235.00
2002	Epinephelus marginatus	69.06
2002	Euvola ziczac	82.00
2002	Galeorhinus galeus	51049.54
2002	Genypterus brasiliensis	291757.04
2002	Haemulon aurolineatum	19621.92
2002	Helicolenus lahillei	29086.01
2002	Hyporthodus flavolimbatus	275.69
2002	Hyporthodus niveatus	52.24
2002	Illex argentinus	733625.38
2002	Larimus breviceps	2308.24
2002	Lophius gastrophysus	774520.28
2002	Lopholatilus villarii	45687.93
2002	Lutjanus griseus	33.00
2002	Macrodon atricauda	649525.62
2002	Macruronus magellanicus	0.00
2002	Merluccius hubbsi	1966405.80
2002	Metanephrops rubellus	88057.06
2002	Micropogonias furnieri	9520868.20
2002	Mugil liza	1410.00
2002	Mullus argentinae	78830.35
2002	Nemadactylus bergi	0.00
2002	Octopus americanus	166961.81
2002	Oligoplites saurus	43089.00
2002	Pagrus pagrus	16618.80
2002	Paralichthys orbignyanus	22440.50
2002	Paralichthys patagonicus	588508.72
2002	Paralonchurus brasiliensis	286237.13
2002	Parona signata	860.00
2002	Penaeus brasiliensis	163649.05
2002	Penaeus paulensis	152547.79
2002	Penaeus schmitti	24128.63
2002	Peprilus paru	97704.92
2002	Percophis brasiliensis	112694.61
2002	Pleoticus muelleri	257237.17
2002	Pogonias cromis	0.00
2002	Polymixia lowei	3302.52
2002	Polyprion americanus	589.02
2002	Pomatomus saltatrix	16152.55
2002	Porichthys porosissimus	0.00
2002	Priacanthus arenatus	2051.32
2002	Sarda sarda	0.00
2002	Scomberomorus brasiliensis	145.10
2002	Scyllarides deceptor	59813.03
2002	Seriola dumerili	0.00
2002	Seriola lalandi	0.00
2002	Thyrsitops lepidopoides	2.00
2002	Trachinotus carolinus	3608.36
2002	Trachinotus marginatus	0.00
2002	Trichiurus lepturus	79557.17
2002	Umbrina canosai	5653998.74
2002	Urophycis mystacea	3200.00
2002	Xiphopenaeus kroyeri	782410.98
2002	Zenopsis conchifer	0.00
2003	Archosargus probatocephalus	0.00
2003	Artemesia longinaris	2327520.22
2003	Astroscopus sexspinosus	1083.27
2003	Aulostomus maculatus	0.00
2003	Bagre marinus	0.00
2003	Balistes capriscus	27878.58
2003	Beryx splendens	0.00
2003	Caranx crysos	0.00
2003	Caranx latus	0.00
2003	Carcharhinus plumbeus	0.00
2003	Carcharias taurus	49326.32
2003	Caulolatilus chrysops	0.00
2003	Chaetodipterus faber	2181.44
2003	Conger orbignianus	38113.54
2003	Conodon nobilis	43.33
2003	Cynoscion acoupa	1916678.43
2003	Cynoscion guatucupa	4373292.81
2003	Cynoscion jamaicensis	771090.14
2003	Cynoscion leiarchus	14807.18
2003	Cynoscion microlepidotus	259.98
2003	Cynoscion virescens	866.62
2003	Doryteuthis pleii	431465.07
2003	Doryteuthis sanpaulensis	34765.78
2003	Elops saurus	0.00
2003	Epinephelus itajara	0.00
2003	Epinephelus marginatus	714.87
2003	Euvola ziczac	4.20
2003	Galeorhinus galeus	423.85
2003	Genypterus brasiliensis	309806.90
2003	Haemulon aurolineatum	39617.30
2003	Helicolenus lahillei	6018.51
2003	Hyporthodus flavolimbatus	0.00
2003	Hyporthodus niveatus	0.00
2003	Illex argentinus	38205.13
2003	Larimus breviceps	0.00
2003	Lophius gastrophysus	1037781.31
2003	Lopholatilus villarii	80307.30
2003	Lutjanus griseus	0.00
2003	Macrodon atricauda	111652.13
2003	Macruronus magellanicus	0.00
2003	Merluccius hubbsi	2631200.52
2003	Metanephrops rubellus	98655.59
2003	Micropogonias furnieri	15118889.28
2003	Mugil liza	2166.54
2003	Mullus argentinae	63734.18
2003	Nemadactylus bergi	11306.10
2003	Octopus americanus	56494.70
2003	Oligoplites saurus	59397.95
2003	Pagrus pagrus	81269.49
2003	Paralichthys orbignyanus	9394.63
2003	Paralichthys patagonicus	438068.39
2003	Paralonchurus brasiliensis	141726.76
2003	Parona signata	606.63
2003	Penaeus brasiliensis	71668.22
2003	Penaeus paulensis	56582.54
2003	Penaeus schmitti	11105.44
2003	Peprilus paru	133676.38
2003	Percophis brasiliensis	92727.70
2003	Pleoticus muelleri	563778.27
2003	Pogonias cromis	0.00
2003	Polymixia lowei	1049.66
2003	Polyprion americanus	2978.64
2003	Pomatomus saltatrix	15606.94
2003	Porichthys porosissimus	0.00
2003	Priacanthus arenatus	1228.38
2003	Sarda sarda	0.00
2003	Scomberomorus brasiliensis	59.57
2003	Scyllarides deceptor	15737.87
2003	Seriola dumerili	0.00
2003	Seriola lalandi	0.00
2003	Thyrsitops lepidopoides	0.00
2003	Trachinotus carolinus	2962.57
2003	Trachinotus marginatus	0.00
2003	Trichiurus lepturus	90592.87
2003	Umbrina canosai	7442288.85
2003	Urophycis mystacea	3037937.58
2003	Xiphopenaeus kroyeri	155560.09
2003	Zenopsis conchifer	85364.93
2004	Archosargus probatocephalus	190.13
2004	Artemesia longinaris	2448437.57
2004	Astroscopus sexspinosus	608.38
2004	Aulostomus maculatus	0.00
2004	Bagre marinus	0.00
2004	Balistes capriscus	9349.23
2004	Beryx splendens	0.00
2004	Caranx crysos	0.00
2004	Caranx latus	0.00
2004	Carcharhinus plumbeus	60.84
2004	Carcharias taurus	5803.98
2004	Caulolatilus chrysops	0.00
2004	Chaetodipterus faber	47.53
2004	Conger orbignianus	33746.32
2004	Conodon nobilis	142.60
2004	Cynoscion acoupa	150936.92
2004	Cynoscion guatucupa	1930783.16
2004	Cynoscion jamaicensis	780675.00
2004	Cynoscion leiarchus	6319.33
2004	Cynoscion microlepidotus	10457.24
2004	Cynoscion virescens	0.00
2004	Doryteuthis pleii	430089.62
2004	Doryteuthis sanpaulensis	52904.44
2004	Elops saurus	0.00
2004	Epinephelus itajara	0.00
2004	Epinephelus marginatus	0.00
2004	Euvola ziczac	55.23
2004	Galeorhinus galeus	1368.86
2004	Genypterus brasiliensis	142441.75
2004	Haemulon aurolineatum	28210.96
2004	Helicolenus lahillei	7652.47
2004	Hyporthodus flavolimbatus	295.39
2004	Hyporthodus niveatus	1475.33
2004	Illex argentinus	180600.63
2004	Larimus breviceps	0.00
2004	Lophius gastrophysus	671265.93
2004	Lopholatilus villarii	44348.40
2004	Lutjanus griseus	0.00
2004	Macrodon atricauda	149176.03
2004	Macruronus magellanicus	0.00
2004	Merluccius hubbsi	764218.50
2004	Metanephrops rubellus	25305.40
2004	Micropogonias furnieri	9918955.45
2004	Mugil liza	0.00
2004	Mullus argentinae	80887.92
2004	Nemadactylus bergi	0.00
2004	Octopus americanus	88729.22
2004	Oligoplites saurus	21735.36
2004	Pagrus pagrus	33099.43
2004	Paralichthys orbignyanus	14771.43
2004	Paralichthys patagonicus	351650.43
2004	Paralonchurus brasiliensis	293875.86
2004	Parona signata	2424.18
2004	Penaeus brasiliensis	107292.39
2004	Penaeus paulensis	99495.59
2004	Penaeus schmitti	19326.33
2004	Peprilus paru	172750.68
2004	Percophis brasiliensis	47016.87
2004	Pleoticus muelleri	636890.92
2004	Pogonias cromis	475.33
2004	Polymixia lowei	14305.57
2004	Polyprion americanus	0.00
2004	Pomatomus saltatrix	110842.24
2004	Porichthys porosissimus	0.00
2004	Priacanthus arenatus	375.83
2004	Sarda sarda	0.00
2004	Scomberomorus brasiliensis	3346.11
2004	Scyllarides deceptor	20631.32
2004	Seriola dumerili	389.37
2004	Seriola lalandi	6144.68
2004	Thyrsitops lepidopoides	0.00
2004	Trachinotus carolinus	4726.41
2004	Trachinotus marginatus	0.00
2004	Trichiurus lepturus	78160.27
2004	Umbrina canosai	7748915.28
2004	Urophycis mystacea	1478826.69
2004	Xiphopenaeus kroyeri	385446.77
2004	Zenopsis conchifer	56007.75
2005	Archosargus probatocephalus	0.00
2005	Artemesia longinaris	1818370.00
2005	Astroscopus sexspinosus	2688.52
2005	Aulostomus maculatus	0.00
2005	Bagre marinus	1180.77
2005	Balistes capriscus	30592.21
2005	Beryx splendens	0.00
2005	Caranx crysos	0.00
2005	Caranx latus	0.00
2005	Carcharhinus plumbeus	0.00
2005	Carcharias taurus	4738.51
2005	Caulolatilus chrysops	30.98
2005	Chaetodipterus faber	193.66
2005	Conger orbignianus	30675.36
2005	Conodon nobilis	6916.46
2005	Cynoscion acoupa	1284396.29
2005	Cynoscion guatucupa	3031097.30
2005	Cynoscion jamaicensis	469932.32
2005	Cynoscion leiarchus	48500.45
2005	Cynoscion microlepidotus	1746.81
2005	Cynoscion virescens	1452.46
2005	Doryteuthis pleii	326849.91
2005	Doryteuthis sanpaulensis	48255.19
2005	Elops saurus	0.00
2005	Epinephelus itajara	0.00
2005	Epinephelus marginatus	210.25
2005	Euvola ziczac	0.00
2005	Galeorhinus galeus	32286.79
2005	Genypterus brasiliensis	64619.54
2005	Haemulon aurolineatum	22912.70
2005	Helicolenus lahillei	45955.65
2005	Hyporthodus flavolimbatus	0.00
2005	Hyporthodus niveatus	0.00
2005	Illex argentinus	329307.80
2005	Larimus breviceps	0.00
2005	Lophius gastrophysus	692679.42
2005	Lopholatilus villarii	27923.91
2005	Lutjanus griseus	0.00
2005	Macrodon atricauda	108274.91
2005	Macruronus magellanicus	0.00
2005	Merluccius hubbsi	692346.91
2005	Metanephrops rubellus	59539.97
2005	Micropogonias furnieri	9778758.24
2005	Mugil liza	0.00
2005	Mullus argentinae	99071.68
2005	Nemadactylus bergi	442.65
2005	Octopus americanus	273645.60
2005	Oligoplites saurus	8046.44
2005	Pagrus pagrus	4285.15
2005	Paralichthys orbignyanus	35360.60
2005	Paralichthys patagonicus	884212.09
2005	Paralonchurus brasiliensis	231417.55
2005	Parona signata	0.00
2005	Penaeus brasiliensis	198022.85
2005	Penaeus paulensis	169457.01
2005	Penaeus schmitti	19436.69
2005	Peprilus paru	110308.13
2005	Percophis brasiliensis	169341.28
2005	Pleoticus muelleri	408001.60
2005	Pogonias cromis	0.00
2005	Polymixia lowei	41103.76
2005	Polyprion americanus	0.00
2005	Pomatomus saltatrix	91848.04
2005	Porichthys porosissimus	0.00
2005	Priacanthus arenatus	0.00
2005	Sarda sarda	0.00
2005	Scomberomorus brasiliensis	0.00
2005	Scyllarides deceptor	26883.48
2005	Seriola dumerili	0.00
2005	Seriola lalandi	364.50
2005	Thyrsitops lepidopoides	0.00
2005	Trachinotus carolinus	1126.06
2005	Trachinotus marginatus	0.00
2005	Trichiurus lepturus	181334.15
2005	Umbrina canosai	4463518.89
2005	Urophycis mystacea	1289172.96
2005	Xiphopenaeus kroyeri	535003.07
2005	Zenopsis conchifer	45845.92
2006	Archosargus probatocephalus	0.00
2006	Artemesia longinaris	1305197.59
2006	Astroscopus sexspinosus	787.26
2006	Aulostomus maculatus	45.55
2006	Bagre marinus	0.00
2006	Balistes capriscus	57031.32
2006	Beryx splendens	0.00
2006	Caranx crysos	30.26
2006	Caranx latus	0.00
2006	Carcharhinus plumbeus	0.00
2006	Carcharias taurus	3006.03
2006	Caulolatilus chrysops	0.00
2006	Chaetodipterus faber	813.86
2006	Conger orbignianus	29143.16
2006	Conodon nobilis	2058.34
2006	Cynoscion acoupa	1546732.00
2006	Cynoscion guatucupa	3120856.48
2006	Cynoscion jamaicensis	926421.28
2006	Cynoscion leiarchus	23924.88
2006	Cynoscion microlepidotus	3289.06
2006	Cynoscion virescens	759.19
2006	Doryteuthis pleii	98798.15
2006	Doryteuthis sanpaulensis	14354.60
2006	Elops saurus	0.00
2006	Epinephelus itajara	0.00
2006	Epinephelus marginatus	1816.86
2006	Euvola ziczac	0.00
2006	Galeorhinus galeus	45.55
2006	Genypterus brasiliensis	78891.94
2006	Haemulon aurolineatum	65349.19
2006	Helicolenus lahillei	4575.90
2006	Hyporthodus flavolimbatus	0.00
2006	Hyporthodus niveatus	15.18
2006	Illex argentinus	324271.62
2006	Larimus breviceps	0.00
2006	Lophius gastrophysus	741038.64
2006	Lopholatilus villarii	57033.95
2006	Lutjanus griseus	0.00
2006	Macrodon atricauda	76957.87
2006	Macruronus magellanicus	0.00
2006	Merluccius hubbsi	1083542.69
2006	Metanephrops rubellus	18190.81
2006	Micropogonias furnieri	17321006.65
2006	Mugil liza	0.00
2006	Mullus argentinae	153882.03
2006	Nemadactylus bergi	0.00
2006	Octopus americanus	71454.49
2006	Oligoplites saurus	53075.47
2006	Pagrus pagrus	8726.95
2006	Paralichthys orbignyanus	23672.00
2006	Paralichthys patagonicus	893976.57
2006	Paralonchurus brasiliensis	247785.80
2006	Parona signata	0.00
2006	Penaeus brasiliensis	318642.49
2006	Penaeus paulensis	261012.08
2006	Penaeus schmitti	16229.51
2006	Peprilus paru	259393.76
2006	Percophis brasiliensis	89684.34
2006	Pleoticus muelleri	763272.89
2006	Pogonias cromis	0.00
2006	Polymixia lowei	50739.57
2006	Polyprion americanus	608.87
2006	Pomatomus saltatrix	104384.60
2006	Porichthys porosissimus	6790.85
2006	Priacanthus arenatus	1913.16
2006	Sarda sarda	0.00
2006	Scomberomorus brasiliensis	90.78
2006	Scyllarides deceptor	19888.85
2006	Seriola dumerili	389.51
2006	Seriola lalandi	3525.68
2006	Thyrsitops lepidopoides	0.00
2006	Trachinotus carolinus	11461.60
2006	Trachinotus marginatus	0.00
2006	Trichiurus lepturus	248292.39
2006	Umbrina canosai	6232674.06
2006	Urophycis mystacea	2105092.40
2006	Xiphopenaeus kroyeri	923583.58
2006	Zenopsis conchifer	28818.70
2007	Archosargus probatocephalus	92.51
2007	Artemesia longinaris	2209266.47
2007	Astroscopus sexspinosus	2553.50
2007	Aulostomus maculatus	0.00
2007	Bagre marinus	1594.98
2007	Balistes capriscus	79354.18
2007	Beryx splendens	6383.76
2007	Caranx crysos	0.00
2007	Caranx latus	0.00
2007	Carcharhinus plumbeus	0.00
2007	Carcharias taurus	6957.71
2007	Caulolatilus chrysops	63.80
2007	Chaetodipterus faber	1750.53
2007	Conger orbignianus	37127.12
2007	Conodon nobilis	24747.71
2007	Cynoscion acoupa	894081.85
2007	Cynoscion guatucupa	5854198.87
2007	Cynoscion jamaicensis	1131528.40
2007	Cynoscion leiarchus	10606.87
2007	Cynoscion microlepidotus	823.42
2007	Cynoscion virescens	5504.25
2007	Doryteuthis pleii	545780.87
