/* DATA DESCRIPTION:
Citation:	Perez, José Angel Alvarez; Sant'Ana, Rodrigo (2022): Thermal preference/affinity of demersal species caught in the Brazilian Meridional Margin in the period 2000-2019. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.946399 (dataset in review), 
	In: Perez, JAA; Sant'Ana, R (2022): Time series of catch composition, mean catch temperature and thermal preference of demersal species in the Brazilian Meridional Margin (2000-2019). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.946402 (dataset in review)
Abstract:	The temperature preference/affinity data was obtained from global compilations made available by Cheung et al. (2013) and in FishBase (Froese and Pauly, 2022). In both compilations, thermal preference were derived from considerations about species distribution ranges and sea surface temperature maps (e.g. Cheung et al., 2013 supplementary material). Each species considered here was identified and classified according to established references like FAO ISSCAAP, FAO TAXOCODE, FAO CODE ASFIS 3A, AphiaID, and ITIS/TSN.
Keyword(s):	Catch composition; climate change; SW Atlantic
Further details:	Cheung, William W L; Watson, Reg; Pauly, Daniel (2013): Signature of ocean warming in global fisheries catch. Nature, 497(7449), 365-368, https://doi.org/10.1038/nature12156
	Froese, R; Pauly, Daniel (2019): FishBase, version (02/2019). World Wide Web electronic publication, https://www.fishbase.org
Project(s):	Integrated Assessment of Atlantic Marine Ecosystems in Space and Time (iAtlantic) (URI: http://www.iatlantic.eu/)
Funding:	Horizon 2020 (H2020) (URI: https://ec.europa.eu/programmes/horizon2020/), grant/award no. 818123: Integrated Assessment of Atlantic Marine Ecosystems in Space and Time (URI: https://cordis.europa.eu/projects/818123)
Coverage:	MEDIAN LATITUDE: -27.500000 * MEDIAN LONGITUDE: -47.208300 * SOUTH-BOUND LATITUDE: -34.000000 * WEST-BOUND LONGITUDE: -53.583300 * NORTH-BOUND LATITUDE: -21.000000 * EAST-BOUND LONGITUDE: -40.833300
	DATE/TIME START: 2000-01-01T00:00:00 * DATE/TIME END: 2019-12-31T00:00:00
	MINIMUM ELEVATION: -500.0 m * MAXIMUM ELEVATION: 0.0 m
Event(s):	Brazilian_Demersal_Fisheries_Time_Series * LATITUDE START: -21.000000 * LONGITUDE START: -40.833300 * LATITUDE END: -34.000000 * LONGITUDE END: -53.583300 * DATE/TIME START: 2000-01-01T00:00:00 * DATE/TIME END: 2019-12-31T00:00:00 * ELEVATION START: 0.0 m * ELEVATION END: -500.0 m * LOCATION: Southwest Atlantic * METHOD/DEVICE: Fishing port survey * COMMENT: The sampling (fishing) area is defined by the Brazilian Meridional Margin, from 21°S to the southern border of Brazilian EEZ (34°S) and from the coastal areas down to 500 m depths.
Comment:	Temperature preference/affinities data for landed species obtained from global compilations (Cheung et al., 2013; Froese and Pauly, 2022).
	FAO ISSCAAP = 'International Standard Statistical Classification for Aquatic Animals and Plants' [Food and Agriculture Organization of the United Nations, FAO].
	FAO TAXOCODE = Taxonomic code for classificatory purposes [Food and Agriculture Organization of the United Nations, FAO].
	FAO CODE ASFIS 3A = List of Species for Fishery Statistics Purposes (3-alpha) [Food and Agriculture Organization of the United Nations, FAO].
	AphiaID = World Register of Marine Species identification code.
	ITIS/TSN = Integrated Taxonomic Information System, Taxonomic Serial Number.
Parameter(s):	Species (Species) * PI: Perez, José Angel Alvarez (angel.perez@univali.br, http://lattes.cnpq.br/0756846936338310) * COMMENT: Scientific name for species of the respective landing
	- (-) * PI: Perez, José Angel Alvarez (angel.perez@univali.br, http://lattes.cnpq.br/0756846936338310) * COMMENT: Species_Cod
	Species, unique identification (URI) (Species (URI)) * PI: Perez, José Angel Alvarez (angel.perez@univali.br, http://lattes.cnpq.br/0756846936338310) * COMMENT: AphiaID
	Species, unique identification (Semantic URI) (Species (Semantic URI)) * PI: Perez, José Angel Alvarez (angel.perez@univali.br, http://lattes.cnpq.br/0756846936338310) * COMMENT: AphiaID
	Species, unique identification (URI) (Species (URI)) * PI: Perez, José Angel Alvarez (angel.perez@univali.br, http://lattes.cnpq.br/0756846936338310) * COMMENT: ITIS/TSN
	Species, unique identification (Semantic URI) (Species (Semantic URI)) * PI: Perez, José Angel Alvarez (angel.perez@univali.br, http://lattes.cnpq.br/0756846936338310) * COMMENT: ITIS/TSN
	Species code (Spec code) * PI: Perez, José Angel Alvarez (angel.perez@univali.br, http://lattes.cnpq.br/0756846936338310) * COMMENT: FAO ISSCAAP
	Species code (Spec code) * PI: Perez, José Angel Alvarez (angel.perez@univali.br, http://lattes.cnpq.br/0756846936338310) * COMMENT: FAO TAXOCODE
	Species code (Spec code) * PI: Perez, José Angel Alvarez (angel.perez@univali.br, http://lattes.cnpq.br/0756846936338310) * COMMENT: FAO CODE ASFIS 3A
	Sea surface temperature [°C] (SST) * PI: Perez, José Angel Alvarez (angel.perez@univali.br, http://lattes.cnpq.br/0756846936338310) * COMMENT: Temperature
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels) * Processing Level: PANGAEA data processing level 3 (URI: https://wiki.pangaea.de/wiki/Processing_levels#PANGAEA_data_processing_level_3)
Size:	582 data points
*/
Species (Scientific name for species o...)	- (Species_Cod)	Species (URI) (AphiaID)	Species (Semantic URI) (AphiaID)	Species (URI) (ITIS/TSN)	Species (Semantic URI) (ITIS/TSN)	Spec code (FAO ISSCAAP)	Spec code (FAO TAXOCODE)	Spec code (FAO CODE ASFIS 3A)	SST [°C] (Temperature)
Polyprion americanus	165	https://www.marinespecies.org/aphia.php?p=taxdetails&id=126998	urn:lsid:marinespecies.org:taxname:126998	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=167914	urn:lsid:itis.gov:itis_tsn:167914	34	1700505801	WRF	18.00
Hyporthodus niveatus	166	https://www.marinespecies.org/aphia.php?p=taxdetails&id=475101	urn:lsid:marinespecies.org:taxname:475101			33	1700256009	EFV	22.94
Genypterus brasiliensis	67	https://www.marinespecies.org/aphia.php?p=taxdetails&id=278703	urn:lsid:marinespecies.org:taxname:278703						13.53
Haemulon aurolineatum	68	https://www.marinespecies.org/aphia.php?p=taxdetails&id=158807	urn:lsid:marinespecies.org:taxname:158807	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=169058	urn:lsid:itis.gov:itis_tsn:169058	33	1703603015	HLL	23.65
Micropogonias furnieri	69	https://www.marinespecies.org/aphia.php?p=taxdetails&id=275307	urn:lsid:marinespecies.org:taxname:275307	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=169285	urn:lsid:itis.gov:itis_tsn:169285	33	1703703802	CKM	24.00
Pomatomus saltatrix	71	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151482	urn:lsid:marinespecies.org:taxname:151482	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168559	urn:lsid:itis.gov:itis_tsn:168559	37	1702021301	BLU	22.96
Conger orbignianus	158	https://www.marinespecies.org/aphia.php?p=taxdetails&id=271747	urn:lsid:marinespecies.org:taxname:271747	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=635927	urn:lsid:itis.gov:itis_tsn:635927	34	1431300102	COS	11.26
Trichiurus lepturus	72	https://www.marinespecies.org/aphia.php?p=taxdetails&id=127089	urn:lsid:marinespecies.org:taxname:127089	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=172385	urn:lsid:itis.gov:itis_tsn:172385	34	1750600302	LHT	25.00
Polymixia lowei	170	https://www.marinespecies.org/aphia.php?p=taxdetails&id=158923	urn:lsid:marinespecies.org:taxname:158923	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166126	urn:lsid:itis.gov:itis_tsn:166126				18.47
Zenopsis conchifer	189	https://www.marinespecies.org/aphia.php?p=taxdetails&id=127426	urn:lsid:marinespecies.org:taxname:127426	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166284	urn:lsid:itis.gov:itis_tsn:166284	34	1620100401	JOS	25.00
Epinephelus marginatus	75	https://www.marinespecies.org/aphia.php?p=taxdetails&id=127036	urn:lsid:marinespecies.org:taxname:127036	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=551078	urn:lsid:itis.gov:itis_tsn:551078	33	1700204201	GPD	25.00
Cynoscion jamaicensis	76	https://www.marinespecies.org/aphia.php?p=taxdetails&id=276079	urn:lsid:marinespecies.org:taxname:276079	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=169244	urn:lsid:itis.gov:itis_tsn:169244	33	1703701606	YNJ	23.24
Peprilus paru	77	https://www.marinespecies.org/aphia.php?p=taxdetails&id=159827	urn:lsid:marinespecies.org:taxname:159827	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=172566	urn:lsid:itis.gov:itis_tsn:172566	37	1760301102	ERP	21.76
Oligoplites saurus	78	https://www.marinespecies.org/aphia.php?p=taxdetails&id=159645	urn:lsid:marinespecies.org:taxname:159645	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168673	urn:lsid:itis.gov:itis_tsn:168673	37	1702304905	OLI	24.42
Thyrsitops lepidopoides	292	https://www.marinespecies.org/aphia.php?p=taxdetails&id=282972	urn:lsid:marinespecies.org:taxname:282972	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=550886	urn:lsid:itis.gov:itis_tsn:550886	34	1750500201	WSM	17.00
Paralichthys patagonicus	80	https://www.marinespecies.org/aphia.php?p=taxdetails&id=275818	urn:lsid:marinespecies.org:taxname:275818	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=616424	urn:lsid:itis.gov:itis_tsn:616424	31	1830804611	QPP	22.99
Paralichthys orbignyanus	84	https://www.marinespecies.org/aphia.php?p=taxdetails&id=275817	urn:lsid:marinespecies.org:taxname:275817	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=616608	urn:lsid:itis.gov:itis_tsn:616608				20.41
Porichthys porosissimus	203	https://www.marinespecies.org/aphia.php?p=taxdetails&id=275662	urn:lsid:marinespecies.org:taxname:275662	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=164419	urn:lsid:itis.gov:itis_tsn:164419	33	1930100401	BPP	18.13
Paralonchurus brasiliensis	90	https://www.marinespecies.org/aphia.php?p=taxdetails&id=282063	urn:lsid:marinespecies.org:taxname:282063	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=169344	urn:lsid:itis.gov:itis_tsn:169344	33	1703719401	RLB	22.12
Cynoscion guatucupa	118	https://www.marinespecies.org/aphia.php?p=taxdetails&id=276078	urn:lsid:marinespecies.org:taxname:276078			33	1703701632	YGC	23.49
Merluccius hubbsi	92	https://www.marinespecies.org/aphia.php?p=taxdetails&id=272455	urn:lsid:marinespecies.org:taxname:272455	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=164800	urn:lsid:itis.gov:itis_tsn:164800	32	1480500406	HKP	14.00
Macruronus magellanicus	206	https://www.marinespecies.org/aphia.php?p=taxdetails&id=272449	urn:lsid:marinespecies.org:taxname:272449	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=550662	urn:lsid:itis.gov:itis_tsn:550662	32	1480501701	GRM	9.00
Epinephelus itajara	91	https://www.marinespecies.org/aphia.php?p=taxdetails&id=159353	urn:lsid:marinespecies.org:taxname:159353	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=167695	urn:lsid:itis.gov:itis_tsn:167695	33	1700204243	EET	24.50
Astroscopus sexspinosus	93	https://www.marinespecies.org/aphia.php?p=taxdetails&id=275975	urn:lsid:marinespecies.org:taxname:275975	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=630527	urn:lsid:itis.gov:itis_tsn:630527				14.20
Seriola lalandi	98	https://www.marinespecies.org/aphia.php?p=taxdetails&id=218436	urn:lsid:marinespecies.org:taxname:218436	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168695	urn:lsid:itis.gov:itis_tsn:168695	37	1702304806	YTC	26.00
Seriola dumerili	99	https://www.marinespecies.org/aphia.php?p=taxdetails&id=126816	urn:lsid:marinespecies.org:taxname:126816	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168689	urn:lsid:itis.gov:itis_tsn:168689	37	1702304801	AMB	27.00
Priacanthus arenatus	100	https://www.marinespecies.org/aphia.php?p=taxdetails&id=127005	urn:lsid:marinespecies.org:taxname:127005	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168178	urn:lsid:itis.gov:itis_tsn:168178	33	1701102602	PQR	26.69
Larimus breviceps	101	https://www.marinespecies.org/aphia.php?p=taxdetails&id=276129	urn:lsid:marinespecies.org:taxname:276129	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=169271	urn:lsid:itis.gov:itis_tsn:169271	33	1703716603	LRJ	23.14
Trachinotus carolinus	103	https://www.marinespecies.org/aphia.php?p=taxdetails&id=159652	urn:lsid:marinespecies.org:taxname:159652	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168708	urn:lsid:itis.gov:itis_tsn:168708	37	1702304703	POM	25.00
Trachinotus marginatus	104	https://www.marinespecies.org/aphia.php?p=taxdetails&id=273293	urn:lsid:marinespecies.org:taxname:273293	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=642003	urn:lsid:itis.gov:itis_tsn:642003	37	1702304719	TOI	25.10
Nemadactylus bergi	193	https://www.marinespecies.org/aphia.php?p=taxdetails&id=281650	urn:lsid:marinespecies.org:taxname:281650	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=645813	urn:lsid:itis.gov:itis_tsn:645813	34	1707030502	CTA	12.00
Pagrus pagrus	106	https://www.marinespecies.org/aphia.php?p=taxdetails&id=127063	urn:lsid:marinespecies.org:taxname:127063	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=169207	urn:lsid:itis.gov:itis_tsn:169207	33	1703919103	RPG	25.00
Chaetodipterus faber	107	https://www.marinespecies.org/aphia.php?p=taxdetails&id=159703	urn:lsid:marinespecies.org:taxname:159703	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=169539	urn:lsid:itis.gov:itis_tsn:169539	33	1740526701	HRF	22.33
Balistes capriscus	109	https://www.marinespecies.org/aphia.php?p=taxdetails&id=154721	urn:lsid:marinespecies.org:taxname:154721	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173138	urn:lsid:itis.gov:itis_tsn:173138	33	1901000201	TRG	25.00
Lophius gastrophysus	111	https://www.marinespecies.org/aphia.php?p=taxdetails&id=159185	urn:lsid:marinespecies.org:taxname:159185	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=164500	urn:lsid:itis.gov:itis_tsn:164500	34	1950100107	MVJ	12.58
Parona signata	171	https://www.marinespecies.org/aphia.php?p=taxdetails&id=282169	urn:lsid:marinespecies.org:taxname:282169	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=641991	urn:lsid:itis.gov:itis_tsn:641991	37	1702328301	PAO	24.00
Cynoscion acoupa	114	https://www.marinespecies.org/aphia.php?p=taxdetails&id=276074	urn:lsid:marinespecies.org:taxname:276074	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=169242	urn:lsid:itis.gov:itis_tsn:169242	33	1703701601	YNA	20.80
Cynoscion microlepidotus	116	https://www.marinespecies.org/aphia.php?p=taxdetails&id=276081	urn:lsid:marinespecies.org:taxname:276081	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=169246	urn:lsid:itis.gov:itis_tsn:169246	33	1703701610	YNM	21.18
Cynoscion leiarchus	115	https://www.marinespecies.org/aphia.php?p=taxdetails&id=276080	urn:lsid:marinespecies.org:taxname:276080	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=169245	urn:lsid:itis.gov:itis_tsn:169245	33	1703701607	YNE	24.82
Cynoscion virescens	117	https://www.marinespecies.org/aphia.php?p=taxdetails&id=276094	urn:lsid:marinespecies.org:taxname:276094	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=169250	urn:lsid:itis.gov:itis_tsn:169250	33	1703701618	YNV	21.80
Macrodon atricauda	113	https://www.marinespecies.org/aphia.php?p=taxdetails&id=712737	urn:lsid:marinespecies.org:taxname:712737						20.68
Metanephrops rubellus	42	https://www.marinespecies.org/aphia.php?p=taxdetails&id=382854	urn:lsid:marinespecies.org:taxname:382854	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=552940	urn:lsid:itis.gov:itis_tsn:552940	43	2294200513	MFS	22.67
Octopus americanus	120	https://www.marinespecies.org/aphia.php?p=taxdetails&id=14672	urn:lsid:marinespecies.org:taxname:14672	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=82604	urn:lsid:itis.gov:itis_tsn:82604				26.00
